Name,Calories,Total Fat (g),Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),Carbohydrates (g),Fiber (g),Sugars (g),Protein (g)
"#66 Portabella Cheese Steak (Wrap, Garlic Herb Wrap)",780,38.75,17.04,0.56,118.37,2320.22,65.81,3.18,7.15,43.45
"#66 Portabella Cheese Steak (Wrap, Spinach Herb Wrap)",780,38.75,17.04,0.56,118.37,2110.22,64.81,3.18,7.15,44.45
#66 Portabella Cheese Steak (Bowl),470,31.75,14.04,0.56,118.37,1370.22,13.81,1.18,7.15,35.45
"#65 Portabella Chicken Cheese Steak (Regular, White Bread)",690,25.69,10.01,0.05,132.84,2029.2,65.62,3.19,9.74,48.09
"#65 Portabella Chicken Cheese Steak (Regular, Rosemary Parmesan Bread)",720,27.85,11.34,0.05,139.17,2100.52,66.44,3.56,9.76,50.16
"#65 Portabella Chicken Cheese Steak (Regular, Wheat Bread)",700,26.11,9.62,0.05,132.84,1992.07,66.54,5.36,10.82,48.96
"#65 Portabella Chicken Cheese Steak (Regular, Seeded Italian Bread)",730,27.6,10.33,0.04,132.84,2058.36,74.28,5.68,11.62,48.34
"#65 Portabella Chicken Cheese Steak (Regular, Gluten Free Bread)",640,30.1,10.08,0.04,132.84,1838.36,52.28,3.18,11.62,43.84
"#65 Portabella Chicken Cheese Steak (Giant, White Bread)",1370,51.11,19.99,0.09,265.67,4058.39,131.23,6.37,19.49,96.18
"#65 Portabella Chicken Cheese Steak (Giant, Rosemary Parmesan Bread)",1430,55.43,22.65,0.09,278.33,4201.04,132.87,7.12,19.52,100.32
"#65 Portabella Chicken Cheese Steak (Giant, Wheat Bread)",1400,51.95,19.21,0.09,265.67,3984.14,133.08,10.72,21.63,97.92
"#65 Portabella Chicken Cheese Steak (Giant, Seeded Italian Bread)",1470,54.93,20.62,0.08,265.67,4116.72,148.56,11.36,23.24,96.68
"#65 Portabella Chicken Cheese Steak (Giant, Gluten Free Bread)",1290,59.93,20.12,0.08,265.67,3676.72,104.56,6.36,23.24,87.68
"#65 Portabella Chicken Cheese Steak (Wrap, White Wrap)",720,30.1,12.58,0.04,132.84,2133.36,64.78,3.18,8.12,45.84
"#65 Portabella Chicken Cheese Steak (Wrap, Tomato Basil Wrap)",720,30.1,12.58,0.04,132.84,2113.36,64.78,3.18,8.12,45.84
"#65 Portabella Chicken Cheese Steak (Wrap, Wheat Wrap)",700,30.1,12.58,0.04,132.84,2143.36,62.78,7.18,8.12,46.84
"#65 Portabella Chicken Cheese Steak (Wrap, Garlic Herb Wrap)",720,30.1,12.58,0.04,132.84,2343.36,64.78,3.18,8.12,45.84
"#65 Portabella Chicken Cheese Steak (Wrap, Spinach Herb Wrap)",720,30.1,12.58,0.04,132.84,2133.36,63.78,3.18,8.12,46.84
#65 Portabella Chicken Cheese Steak (Bowl),410,23.1,9.58,0.04,132.84,1393.36,12.78,1.18,8.12,37.84
"#20 Grilled Pastrami Reuben (Regular, White Bread)",700,30.32,9.39,0.01,98.9,2161.32,66.71,5.09,6.95,40.5
"#20 Grilled Pastrami Reuben (Regular, Rosemary Parmesan Bread)",730,32.48,10.72,0.01,105.23,2232.64,67.53,5.46,6.96,42.57
"#20 Grilled Pastrami Reuben (Regular, Wheat Bread)",720,30.74,9,0.01,98.9,2124.19,67.63,7.26,8.02,41.37
"#20 Grilled Pastrami Reuben (Regular, Seeded Italian Bread)",750,32.23,9.71,0,98.9,2190.48,75.37,7.58,8.83,40.75
"#20 Grilled Pastrami Reuben (Regular, Gluten Free Bread)",660,34.73,9.46,0,98.9,1970.48,53.37,5.08,8.83,36.25
"#20 Grilled Pastrami Reuben (Giant, White Bread)",1350,54.5,17.84,0.01,191.66,4218.68,131.53,10.17,12,81
"#20 Grilled Pastrami Reuben (Giant, Rosemary Parmesan Bread)",1410,58.82,20.5,0.01,204.32,4361.33,133.17,10.92,12.03,85.14
"#20 Grilled Pastrami Reuben (Giant, Wheat Bread)",1370,55.34,17.06,0.01,191.66,4144.43,133.38,14.52,14.15,82.74
"#20 Grilled Pastrami Reuben (Giant, Seeded Italian Bread)",1440,58.32,18.47,0,191.66,4277.01,148.86,15.16,15.76,81.5
"#20 Grilled Pastrami Reuben (Giant, Gluten Free Bread)",1260,63.32,17.97,0,191.66,3837.01,104.86,10.16,15.76,72.5
"#20 Grilled Pastrami Reuben (Wrap, White Wrap)",740,34.73,11.96,0,98.9,2265.48,65.87,5.08,5.32,38.25
"#20 Grilled Pastrami Reuben (Wrap, Tomato Basil Wrap)",740,34.73,11.96,0,98.9,2245.48,65.87,5.08,5.32,38.25
"#20 Grilled Pastrami Reuben (Wrap, Wheat Wrap)",720,34.73,11.96,0,98.9,2275.48,63.87,9.08,5.32,39.25
"#20 Grilled Pastrami Reuben (Wrap, Garlic Herb Wrap)",740,34.73,11.96,0,98.9,2475.48,65.87,5.08,5.32,38.25
"#20 Grilled Pastrami Reuben (Wrap, Spinach Herb Wrap)",740,34.73,11.96,0,98.9,2265.48,64.87,5.08,5.32,39.25
#20 Grilled Pastrami Reuben (Bowl),430,27.73,8.96,0,98.9,1525.48,13.87,3.08,5.32,30.25
"Teriyaki Chicken Sub (Regular, White Bread)",650,21.95,9.46,0.01,132.84,2026.65,64.52,2.82,9.03,47.49
"Teriyaki Chicken Sub (Regular, Rosemary Parmesan Bread)",680,24.11,10.79,0.01,139.17,2097.97,65.34,3.19,9.05,49.56
"Teriyaki Chicken Sub (Regular, Wheat Bread)",660,22.37,9.07,0.01,132.84,1989.52,65.44,4.99,10.11,48.36
"Teriyaki Chicken Sub (Regular, Seeded Italian Bread)",700,23.86,9.77,0,132.84,2055.81,73.18,5.31,10.91,47.74
"Teriyaki Chicken Sub (Regular, Gluten Free Bread)",610,26.36,9.52,0,132.84,1835.81,51.18,2.81,10.91,43.24
"Teriyaki Chicken Sub (Giant, White Bread)",1300,43.91,18.92,0.01,265.67,4053.29,129.03,5.63,18.06,94.98
"Teriyaki Chicken Sub (Giant, Rosemary Parmesan Bread)",1360,48.23,21.58,0.01,278.33,4195.94,130.67,6.38,18.1,99.12
"Teriyaki Chicken Sub (Giant, Wheat Bread)",1320,44.75,18.13,0.01,265.67,3979.04,130.88,9.98,20.22,96.72
"Teriyaki Chicken Sub (Giant, Seeded Italian Bread)",1390,47.73,19.54,0,265.67,4111.62,146.36,10.62,21.83,95.48
"Teriyaki Chicken Sub (Giant, Gluten Free Bread)",1210,52.73,19.04,0,265.67,3671.62,102.36,5.62,21.83,86.48
"Teriyaki Chicken Sub (Wrap, White Wrap)",680,26.36,12.02,0,132.84,2130.81,63.68,2.81,7.41,45.24
"Teriyaki Chicken Sub (Wrap, Tomato Basil Wrap)",680,26.36,12.02,0,132.84,2110.81,63.68,2.81,7.41,45.24
"Teriyaki Chicken Sub (Wrap, Wheat Wrap)",660,26.36,12.02,0,132.84,2140.81,61.68,6.81,7.41,46.24
"Teriyaki Chicken Sub (Wrap, Garlic Herb Wrap)",680,26.36,12.02,0,132.84,2340.81,63.68,2.81,7.41,45.24
"Teriyaki Chicken Sub (Wrap, Spinach Herb Wrap)",680,26.36,12.02,0,132.84,2130.81,62.68,2.81,7.41,46.24
Teriyaki Chicken Sub (Bowl),370,19.36,9.02,0,132.84,1390.81,11.68,0.81,7.41,37.24
"#19 BBQ Beef (Regular, White Bread)",680,11.29,3.3,0.06,122.87,1838.56,81.34,2.93,18.7,58.77
"#19 BBQ Beef (Regular, Rosemary Parmesan Bread)",710,13.45,4.63,0.06,129.2,1909.89,82.16,3.3,18.71,60.84
"#19 BBQ Beef (Regular, Wheat Bread)",690,11.71,2.91,0.06,122.87,1801.44,82.26,5.1,19.77,59.64
"#19 BBQ Beef (Regular, Seeded Italian Bread)",730,13.2,3.61,0.06,122.87,1867.73,90,5.43,20.58,59.02
"#19 BBQ Beef (Regular, Gluten Free Bread)",640,15.7,3.36,0.06,122.87,1647.73,68,2.93,20.58,54.52
"#19 BBQ Beef (Giant, White Bread)",1240,20.14,5.81,0.11,212.23,3248.08,151.27,5.49,30.56,104.17
"#19 BBQ Beef (Giant, Rosemary Parmesan Bread)",1300,24.46,8.47,0.11,224.89,3390.73,152.91,6.24,30.59,108.31
"#19 BBQ Beef (Giant, Wheat Bread)",1260,20.97,5.03,0.11,212.23,3173.83,153.12,9.84,32.71,105.91
"#19 BBQ Beef (Giant, Seeded Italian Bread)",1330,23.96,6.44,0.1,212.23,3306.4,168.6,10.48,34.32,104.67
"#19 BBQ Beef (Giant, Gluten Free Bread)",1150,28.96,5.94,0.1,212.23,2866.4,124.6,5.48,34.32,95.67
"#19 BBQ Beef (Wrap, White Wrap)",710,15.7,5.86,0.06,122.87,1942.73,80.5,2.93,17.08,56.52
"#19 BBQ Beef (Wrap, Tomato Basil Wrap)",710,15.7,5.86,0.06,122.87,1922.73,80.5,2.93,17.08,56.52
"#19 BBQ Beef (Wrap, Wheat Wrap)",690,15.7,5.86,0.06,122.87,1952.73,78.5,6.93,17.08,57.52
"#19 BBQ Beef (Wrap, Garlic Herb Wrap)",710,15.7,5.86,0.06,122.87,2152.73,80.5,2.93,17.08,56.52
"#19 BBQ Beef (Wrap, Spinach Herb Wrap)",710,15.7,5.86,0.06,122.87,1942.73,79.5,2.93,17.08,57.52
#19 BBQ Beef (Bowl),400,8.7,2.86,0.06,122.87,1202.73,28.5,0.93,17.08,48.52
"ChixRoni LTO (Regular, White Bread)",870,42.7,19.5,0.01,186.66,2790.29,66.6,2.7,8.34,58.26
"ChixRoni LTO (Regular, Rosemary Parmesan Bread)",900,44.86,20.83,0.01,192.99,2861.62,67.42,3.07,8.35,60.33
"ChixRoni LTO (Regular, Wheat Bread)",880,43.12,19.11,0.01,186.66,2753.17,67.53,4.87,9.41,59.13
"ChixRoni LTO (Regular, Seeded Italian Bread)",910,44.61,19.82,0,186.66,2819.46,75.27,5.19,10.22,58.51
"ChixRoni LTO (Regular, Gluten Free Bread)",820,47.11,19.57,0,186.66,2599.46,53.27,2.69,10.22,54.01
"ChixRoni LTO (Giant, White Bread)",1740,86,39.21,0.01,374.65,5603.17,133.27,5.4,16.72,116.79
"ChixRoni LTO (Giant, Rosemary Parmesan Bread)",1800,90.32,41.87,0.01,387.31,5745.82,134.91,6.15,16.75,120.93
"ChixRoni LTO (Giant, Wheat Bread)",1760,86.84,38.43,0.01,374.65,5528.92,135.12,9.75,18.87,118.53
"ChixRoni LTO (Giant, Seeded Italian Bread)",1830,89.82,39.84,0,374.65,5661.5,150.6,10.39,20.48,117.29
"ChixRoni LTO (Giant, Gluten Free Bread)",1650,94.82,39.34,0,374.65,5221.5,106.6,5.39,20.48,108.29
"ChixRoni LTO (Wrap, White Wrap)",900,47.11,22.07,0,186.66,2894.46,65.77,2.69,6.72,56.01
"ChixRoni LTO (Wrap, Tomato Basil Wrap)",900,47.11,22.07,0,186.66,2874.46,65.77,2.69,6.72,56.01
"ChixRoni LTO (Wrap, Wheat Wrap)",880,47.11,22.07,0,186.66,2904.46,63.77,6.69,6.72,57.01
"ChixRoni LTO (Wrap, Garlic Herb Wrap)",900,47.11,22.07,0,186.66,3104.46,65.77,2.69,6.72,56.01
"ChixRoni LTO (Wrap, Spinach Herb Wrap)",900,47.11,22.07,0,186.66,2894.46,64.77,2.69,6.72,57.01
ChixRoni LTO (Bowl),590,40.11,19.07,0,186.66,2154.46,13.77,0.69,6.72,48.01
"#79 Grilled Italian (Regular, White Bread)",1060,68.17,20.7,0.66,115.88,2842.35,64.58,4.42,9.72,46.55
"#79 Grilled Italian (Regular, Rosemary Parmesan Bread)",1090,70.33,22.03,0.66,122.21,2913.68,65.4,4.8,9.74,48.62
"#79 Grilled Italian (Regular, Wheat Bread)",1070,68.59,20.31,0.66,115.88,2805.23,65.5,6.6,10.8,47.42
"#79 Grilled Italian (Regular, Seeded Italian Bread)",1100,70.08,21.01,0.66,115.88,2871.52,73.24,6.92,11.6,46.8
"#79 Grilled Italian (Regular, Gluten Free Bread)",1010,72.58,20.76,0.66,115.88,2651.52,51.24,4.42,11.6,42.3
"#79 Grilled Italian (Giant, White Bread)",1960,126.61,37.03,1.21,198.27,5045.55,125.52,8.1,16.9,81.64
"#79 Grilled Italian (Giant, Rosemary Parmesan Bread)",2030,130.93,39.69,1.21,210.93,5188.2,127.16,8.85,16.93,85.78
"#79 Grilled Italian (Giant, Wheat Bread)",1990,127.45,36.25,1.21,198.27,4971.3,127.37,12.45,19.05,83.38
"#79 Grilled Italian (Giant, Seeded Italian Bread)",2060,130.43,37.66,1.2,198.27,5103.88,142.85,13.09,20.66,82.14
"#79 Grilled Italian (Giant, Gluten Free Bread)",1880,135.43,37.16,1.2,198.27,4663.88,98.85,8.09,20.66,73.14
"#79 Grilled Italian (Wrap, White Wrap)",1090,72.58,23.26,0.66,115.88,2946.52,63.74,4.42,8.1,44.3
"#79 Grilled Italian (Wrap, Tomato Basil Wrap)",1090,72.58,23.26,0.66,115.88,2926.52,63.74,4.42,8.1,44.3
"#79 Grilled Italian (Wrap, Wheat Wrap)",1070,72.58,23.26,0.66,115.88,2956.52,61.74,8.42,8.1,45.3
"#79 Grilled Italian (Wrap, Garlic Herb Wrap)",1090,72.58,23.26,0.66,115.88,3156.52,63.74,4.42,8.1,44.3
"#79 Grilled Italian (Wrap, Spinach Herb Wrap)",1090,72.58,23.26,0.66,115.88,2946.52,62.74,4.42,8.1,45.3
#79 Grilled Italian (Bowl),780,65.58,20.26,0.66,115.88,2206.52,11.74,2.42,8.1,36.3
The Wedge Chopped Salad,420,35.17,7.18,0.18,39.14,749.17,18.7,3.16,7.4,9.96
Garden Caesar Chopped Salad,380,32.11,6.74,0,26.41,731.3,17.7,3.19,5.92,7.53
Parmesan-Crusted Croutons,270,16.23,2.67,0,4.05,506.79,24.51,1.29,0.75,6
Lays Classic,240,16,2,0,0,250,23,2,1,3
Miss Vickie's Sea Salt & Vinegar,200,11,1.5,0,0,240,23,2,2,3
Miss Vickie's BBQ,200,11,1.5,0,0,200,23,2,3,3
Sun Chips Cheddar,210,9,1.5,0,0,320,27,4,3,4
Doritos Cool Ranch,260,13,2,0,0,320,31,3,2,3
Lays BBQ,230,14,2,0,0,230,24,2,3,3
Lays Salt & Vinegar,230,15,2,0,0,340,23,2,1,2
Baked Ruf Chedder & Sour Cream,140,3.5,0.5,0,0,280,24,2,3,2
Fritos,320,20,3,0,0,320,32,3,1,3
Baked Lays BBQ,140,3.5,0.5,0,0,220,24,2,4,2
Funyuns,160,8,1,0,0,350,20,0,1,2
Sun Chips Whole Grain French Onion,210,9,1,0,0,240,27,4,4,4
Ruffles Original,240,15,2,0,0,230,23,2,1,3
Doritos Sweet & Tangy BBQ,250,13,1.5,0,0,330,31,3,2,3
Miss Vickie's Jalapeno,200,11,1.5,0,0,180,22,2,2,3
Miss Vickie's Sea Salt,210,12,1.5,0,0,125,23,2,1,3
Sun Chips Original,210,10,1,0,0,180,28,4,3,3
Sun Chips Salsa,210,9,1.5,0,0,220,27,4,4,4
Doritos Nacho,240,14,2,0,0,360,28,2,1,3
Lays Sour Cream and Onion,240,15,2,0,0,240,23,2,1,3
Ruffles Cheddar & Sour Cream,240,15,2.5,0,0,280,23,2,2,3
Cheetos,310,21,3.5,0,0,500,26,1,2,3
Baked Lays,140,4,0.5,0,0,180,24,2,3,2
Baked Lays Sour Cream & Onion,140,3.5,0.5,0,0,190,24,2,3,2
Fritos Chili Cheese,320,19,2.5,0,0,540,30,2,2,4
Miss Vickie's Sour Cream & Herb,200,12,1.5,0,0,240,23,2,2,3
Flamin Hot Cool Ranch Doritos,260,13,2,0,0,330,31,2,1,3
Chocolate Chip Cookie,180,9,4.5,0,15,105,26,1,16,2
Sugar Cookie,190,9.89,4.45,0,19.78,133.51,23.73,0,10.88,1.98
Cookie/Macadamia Nut,200,10.88,4.94,0,14.83,93.95,23.73,0.99,13.85,1.98
Oatmeal Raisin,170,6.92,2.97,0,14.83,98.89,25.71,0.99,13.85,1.98
M&M Cookie,190,7.91,3.96,0,14.83,103.84,21.76,0.99,15.82,1.98
Chocolate Chunk Cookie,190,9,4.5,0,15,105,26,1,15,2
Giant Double Cookie,360,18,9,0,30,210,52,2,32,4
Large Decadent Cookie,570,28,14,0,45,290,78,3,49,7
Three Pack Chocolate Chip Cookie,540,27,13.5,0,45,315,78,3,48,6
G3 Pack Double Cookie,1080,54,27,0,90,630,156,6,96,12
GF SnickerDoodle,210,8,4.5,0,40,150,34,0,17,1
Brownie,500,28,11,0,90,180,63,3,47,5
Butterscotch Krimpet 2 Pack,220,7,2,0,50,150,39,0,26,2
Chocolate Kandy Kake 2 Pack,190,10,5,0,10,85,20,1,14,3
Cream Filled Buttercream Cupcakes 2 Pack,270,10,3,0,10,300,43,2,29,2
Butterscotch Krimpet 3 Pack,320,9,3,0,55,210,58,0,37,3
Chocolate Kandy Kake 3 Pack,280,16,8,0,15,125,31,2,21,5
Cream Filled Buttercream Cupcakes 3 Pack,400,15,5,0,10,450,63,3,42,3
French Fries 6 oz,370,22.8,3.66,0,0,625.92,40.5,1.86,0,3.66
French Fries 5 oz,310,19,3.05,0,0,521.6,33.75,1.55,0,3.05
"#1 Porkroll, Egg and Cheese (Mini)",620,39.91,15.73,0.76,401.22,1585.58,39.12,1.32,4.55,32.89
"#1 Porkroll, Egg and Cheese (Regular)",710,40.8,15.88,0.77,401.22,1769.54,57.09,2.01,5.1,36.38
"#2 Bacon, Egg and Cheese (Mini)",510,27.34,9.46,0.76,374.72,1251.91,37.94,1.32,3.36,28.42
"#2 Bacon, Egg and Cheese (Regular)",600,28.23,9.61,0.77,374.72,1435.87,55.9,2.01,3.92,31.91
"#3 Sausage, Egg and Cheese (Mini)",880,64.22,23.08,0.76,441.72,885.95,37.85,1.32,3.27,35.68
"#3 Sausage, Egg and Cheese (Regular)",980,65.11,23.22,0.77,441.72,1069.91,55.81,2.01,3.83,39.16
"#4 Ham, Egg and Cheese (Mini)",490,22.64,8,0.76,377.55,1515.93,39.3,1.32,4.72,33.25
"#4 Ham, Egg and Cheese (Regular)",590,23.52,8.15,0.77,377.55,1699.89,57.26,2.01,5.28,36.73
"#5 Steak, Egg and Cheese (Mini)",540,23.39,8.18,0.79,406.45,1037.41,37.85,1.32,3.27,43.07
"#5 Steak, Egg and Cheese (Regular)",650,25.82,9.19,0.79,410.75,1297.1,56.16,2.01,4,47.42
"#6 Cheese, Ham Peppers and Mushrooms",620,26.8,10.62,1.13,377.64,1434.88,56.58,2.19,4.18,37.32
"#7 Bacon, Egg, Cheese, Peppers and Mushrooms",680,33,12.64,1.13,388.29,1503.07,55.96,2.2,3.55,38.38
"#8 Cheese, Ham, Bacon, Peppers and Mushrooms",710,34.48,13.2,1.13,401.76,1835.26,56.67,2.19,4.27,44.25
Egg and Cheese,420,19.66,6.88,0.76,350.59,851.53,37.85,1.32,3.27,21.49
Tossed Salad,180,1.84,0.55,0,0,76.76,39,12.44,23.99,9.74
Grilled Chicken Salad,800,25,7.19,0.04,308.32,1245.32,50.64,12.48,31.19,96.42
Kid's Sub Ham (White Bread),220,5.62,2.48,0.12,19.17,678.95,30.25,2.06,3.38,13.49
Kid's Sub Ham (Rosemary Parmesan Bread),240,6.7,3.15,0.12,22.34,714.62,30.66,2.24,3.39,14.52
Kid's Sub Ham (Wheat Bread),230,5.83,2.29,0.12,19.17,660.39,30.71,3.14,3.92,13.92
Kid's Sub Ham (Seeded Italian Bread),250,6.58,2.64,0.12,19.17,693.54,34.58,3.3,4.32,13.61
Kid's Sub Turkey (White Bread),230,4.82,2.06,0.12,23.45,711.53,29.87,2.06,3,16.21
Kid's Sub Turkey (Rosemary Parmesan Bread),240,5.9,2.72,0.12,26.62,747.19,30.28,2.24,3.01,17.24
Kid's Sub Turkey (Wheat Bread),230,5.03,1.86,0.12,23.45,692.97,30.33,3.14,3.54,16.64
Kid's Sub Turkey (Seeded Italian Bread),250,5.78,2.21,0.12,23.45,726.11,34.2,3.3,3.94,16.33
Kid's Sub Salami (White Bread),250,9.55,4.08,0.12,20.98,658.37,30.19,2.07,3.28,11.47
Kid's Sub Salami (Rosemary Parmesan Bread),270,10.63,4.74,0.12,24.14,694.04,30.6,2.26,3.28,12.5
Kid's Sub Salami (Wheat Bread),260,9.76,3.88,0.12,20.98,639.81,30.65,3.16,3.81,11.9
Kid's Sub Salami (Seeded Italian Bread),280,10.5,4.23,0.12,20.98,672.96,34.52,3.32,4.22,11.59
